ENTREZID	SYMBOL	m1_Pb_DMSO.rpkm	m3_Pb_DMSO.rpkm	m2_Pb_DMSO.rpkm	m1_naive.rpkm	m2_naive.rpkm	m3_naive.rpkm
21335	Tacc3	47.7	51.6	44.8	6.6	6.6	6.6
213438	A630033H20Rik	0.5	0.4	0.5	18.8	18.8	20.6
213439	Gpr174	4.8	4.7	4.5	20.8	20.8	24.4
213980	Fbxw10	0.1	0.2	0.1	1.2	1.2	1.5
213989	Tmem82	0.8	0.8	1.0	0.1	0.1	0.0
214048	Larp1b	55.1	52.8	57.5	14.2	14.2	11.7
21410	Hnf1b	4.6	4.4	3.2	0.2	0.2	0.2
21414	Tcf7	0.0	0.0	0.0	3.8	3.8	3.9
21425	Tfeb	8.3	9.2	8.3	39.4	39.4	34.9
214254	Nudt15	1.7	1.9	1.5	9.4	9.4	8.2
214359	Tmem51	0.1	0.1	0.1	4.2	4.2	5.0
21452	Tcn2	2.1	2.2	2.9	11.0	11.0	12.7
214642	Cped1	0.9	1.1	1.4	0.0	0.0	0.0
214804	Syde2	0.4	0.3	0.4	0.0	0.0	0.0
214854	Neurl3	2.9	2.6	3.9	84.2	84.2	88.3
214944	Mob3b	0.5	0.4	0.2	2.8	2.8	2.3
214951	Rhbdl1	7.0	10.3	9.1	1.9	1.9	2.5
214968	Sema6d	12.1	13.6	13.0	0.6	0.6	1.5
215113	Slc43a2	2.4	2.2	2.1	11.9	11.9	12.9
215114	Hip1	0.6	0.7	1.0	3.3	3.3	3.6
215387	Ncaph	41.6	42.4	42.3	2.5	2.5	2.8
215653	Rassf2	13.6	13.2	12.1	51.8	51.8	53.7
215690	Nav1	0.0	0.0	0.0	3.0	3.0	3.5
215693	Zmat1	0.5	0.4	0.6	3.9	3.9	4.1
215748	Cnksr3	0.7	0.5	0.9	4.0	4.0	3.4
215789	Phactr2	0.1	0.1	0.1	1.1	1.1	1.3
215821	Arfgef3	2.6	2.1	3.0	0.0	0.0	0.0
215900	Fam26f	0.3	0.3	0.5	6.8	6.8	8.0
216080	Ube2d1	10.5	10.0	13.6	51.0	51.0	49.3
216188	Aldh1l2	8.0	8.2	12.0	0.1	0.1	0.1
216197	Ckap4	218.5	211.4	242.2	17.7	17.7	16.5
216198	Tcp11l2	13.4	11.9	14.8	55.6	55.6	52.5
216233	Socs2	18.5	20.1	20.9	0.8	0.8	0.8
216441	Slc26a10	0.5	0.4	0.3	6.0	6.0	4.6
216459	Myl6b	7.3	7.9	8.6	1.3	1.3	2.2
216505	Pik3ip1	2.4	2.4	2.9	22.1	22.1	19.2
21652	Phf1	5.5	6.9	6.5	36.4	36.4	32.9
21664	Phlda1	13.0	15.4	13.6	2.7	2.7	2.2
21676	Tead1	4.6	4.4	6.2	0.0	0.0	0.0
21677	Tead2	0.4	0.6	0.4	2.3	2.3	2.6
216799	Nlrp3	0.0	0.0	0.0	2.3	2.3	2.6
216848	Chd3	8.3	8.9	9.1	46.4	46.4	50.8
216850	Kdm6b	3.8	3.3	3.8	22.0	22.0	18.1
216856	Nlgn2	1.2	1.4	2.2	0.1	0.1	0.2
216892	Spns2	0.2	0.1	0.1	11.7	11.7	9.5
216984	Evi2b	13.8	12.6	11.0	80.1	80.1	80.9
216991	Adap2	0.0	0.0	0.0	1.7	1.7	1.8
217198	Plekhh3	1.4	1.2	1.2	0.1	0.1	0.0
217216	BC030867	13.7	13.4	12.3	0.4	0.4	0.3
217262	Abca9	0.0	0.0	0.0	0.9	0.9	0.9
217303	Cd300a	0.8	0.9	0.8	5.5	5.5	6.9
217304	Cd300lb	0.0	0.0	0.0	1.3	1.3	1.6
217305	Cd300ld	0.0	0.0	0.0	2.4	2.4	3.0
217310	Hid1	90.3	94.3	99.1	0.2	0.2	0.3
217344	Rhbdf2	3.4	3.7	3.6	22.0	22.0	22.0
217356	Tmc8	6.3	7.2	7.1	28.1	28.1	28.6
217430	Pqlc3	69.7	71.1	73.2	12.9	12.9	13.4
21754	Tesk1	4.7	4.6	5.1	25.4	25.4	19.7
217558	G2e3	19.2	19.6	18.9	4.1	4.1	4.4
217653	Mis18bp1	15.2	14.7	14.0	1.4	1.4	1.3
217664	Mgat2	47.3	44.1	46.5	11.2	11.2	11.3
217734	Pomt2	8.2	8.0	8.1	2.0	2.0	1.8
21781	Tfdp1	83.5	81.8	74.0	14.7	14.7	14.3
217826	Kcnk13	0.0	0.0	0.0	1.1	1.1	0.8
217835	Rin3	6.1	5.6	7.1	57.5	57.5	48.8
21807	Tsc22d1	0.6	0.8	0.9	5.3	5.3	5.2
21810	Tgfbi	0.0	0.0	0.0	14.8	14.8	15.2
21813	Tgfbr2	14.8	13.0	12.4	99.3	99.3	96.9
218138	Gmds	18.2	16.0	15.4	3.1	3.1	2.3
21815	Tgif1	9.0	8.6	8.6	47.8	47.8	40.0
21816	Tgm1	4.9	5.3	13.0	0.5	0.5	0.9
21817	Tgm2	0.1	0.0	0.3	5.2	5.2	7.3
21819	Tg	11.8	11.7	15.4	0.2	0.2	0.1
218203	Mylip	7.9	8.4	9.1	86.9	86.9	75.9
218215	Rnf144b	0.0	0.0	0.0	1.4	1.4	1.5
21825	Thbs1	0.0	0.1	0.0	1.3	1.3	1.5
218335	Clptm1l	401.1	400.9	394.0	85.1	85.1	82.5
21834	Thrb	0.5	0.5	0.6	0.1	0.1	0.2
21838	Thy1	0.5	0.1	0.4	3.8	3.8	4.2
218461	Pde8b	0.1	0.2	0.2	0.6	0.6	0.6
218518	Marveld2	1.6	1.8	1.4	7.0	7.0	5.7
21858	Timp2	0.1	0.0	0.1	1.3	1.3	1.9
218581	Depdc1b	2.5	1.9	1.8	0.3	0.3	0.3
21873	Tjp2	5.1	4.3	4.4	0.9	0.9	1.3
218793	Ube2e2	0.0	0.0	0.0	4.2	4.2	3.7
21897	Tlr1	3.8	3.4	3.4	100.0	100.0	98.0
218973	Wdhd1	28.4	31.5	26.4	6.3	6.3	7.1
218977	Dlgap5	17.3	16.2	16.1	1.7	1.7	1.6
21899	Tlr6	0.8	0.8	1.3	9.7	9.7	9.8
219114	Ska3	32.5	33.0	30.1	1.0	1.0	0.9
219148	Fam167a	1.5	1.4	1.9	14.8	14.8	13.4
21926	Tnf	1.8	1.4	1.4	6.6	6.6	6.9
21928	Tnfaip2	0.1	0.1	0.1	2.0	2.0	2.7
21933	Tnfrsf10b	2.3	2.8	3.0	0.6	0.6	0.6
21934	Tnfrsf11a	0.0	0.0	0.0	1.2	1.2	1.2
21935	Tnfrsf17	18.0	18.2	17.2	0.2	0.2	0.2
21937	Tnfrsf1a	1.1	1.0	1.3	5.4	5.4	6.4
21939	Cd40	14.3	16.2	12.0	74.6	74.6	77.3
21941	Tnfrsf8	9.6	9.0	11.2	0.1	0.1	0.2
21946	Pglyrp1	0.1	0.6	0.5	35.9	35.9	31.8
21953	Tnni2	0.2	0.3	0.1	6.2	6.2	7.3
21961	Tns1	0.2	0.2	0.3	1.4	1.4	1.3
21969	Top1	110.7	104.8	110.9	22.5	22.5	21.2
21973	Top2a	176.2	166.8	159.7	7.3	7.3	8.5
21991	Tpi1	411.1	366.3	367.5	39.5	39.5	38.1
22027	Hsp90b1	2222.5	2207.4	2244.0	258.3	258.3	253.0
22033	Traf5	5.4	5.3	7.8	24.7	24.7	25.7
22036	Traip	19.0	18.8	17.3	2.0	2.0	1.8
22041	Trf	0.6	0.8	0.8	10.2	10.2	21.5
22062	Trp73	9.6	9.9	11.7	0.0	0.0	0.0
22092	Rsph1	6.8	6.7	5.7	0.5	0.5	0.6
22137	Ttk	16.6	17.6	15.6	0.7	0.7	0.8
22158	Tulp3	7.4	7.4	7.6	1.6	1.6	1.5
22165	Txk	0.0	0.0	0.0	0.9	0.9	0.8
22166	Txn1	259.0	263.7	227.3	41.1	41.1	43.8
22171	Tyms	15.5	14.1	11.6	1.5	1.5	1.6
22174	Tyro3	1.3	1.6	1.5	0.1	0.1	0.0
22177	Tyrobp	0.8	0.9	0.4	111.2	111.2	132.8
22223	Uchl1	22.0	22.7	20.7	1.0	1.0	0.8
22248	Unc119	8.6	8.5	10.0	41.2	41.2	38.9
22249	Unc13b	1.3	1.3	1.6	0.1	0.1	0.0
22295	Cdh23	1.7	1.9	1.5	0.0	0.0	0.1
22329	Vcam1	0.0	0.0	0.0	8.6	8.6	22.7
22339	Vegfa	94.3	94.9	103.0	1.2	1.2	0.7
223433	Fam105a	2.7	3.4	3.3	25.3	25.3	30.2
22359	Vldlr	0.1	0.1	0.1	0.0	0.0	0.0
223648	Ccdc166	0.2	0.2	0.2	1.4	1.4	1.5
223650	Eppk1	0.9	1.0	1.9	0.3	0.3	0.3
223701	Mkl1	7.2	7.3	6.5	34.6	34.6	33.1
22371	Vwf	0.0	0.0	0.0	0.3	0.3	0.3
22379	Fmnl3	8.9	9.0	8.2	36.2	36.2	36.0
22381	Wbp5	133.5	134.7	132.6	26.2	26.2	26.7
223864	Rapgef3	11.7	12.8	12.4	1.9	1.9	1.5
22390	Wee1	19.3	17.9	19.1	4.3	4.3	3.6
223920	Soat2	2.0	2.7	4.0	0.5	0.5	0.5
22393	Wfs1	13.5	13.3	14.4	1.7	1.7	1.7
223970	Rmi2	4.7	4.2	5.2	1.0	1.0	0.5
224024	Scarf2	0.6	0.7	0.9	0.0	0.0	0.0
224093	Fam43a	3.3	2.3	2.9	109.5	109.5	89.9
22410	Wnt10b	2.1	3.0	1.8	0.3	0.3	0.4
224171	C330027C09Rik	47.2	45.8	40.6	1.6	1.6	1.7
22433	Xbp1	891.9	995.7	978.8	51.2	51.2	50.3
22436	Xdh	0.0	0.0	0.1	2.1	2.1	2.7
224617	Tbc1d24	0.6	0.8	0.8	0.2	0.2	0.2
224796	Clic5	0.5	0.6	0.7	0.0	0.0	0.0
224829	Trerf1	0.1	0.0	0.0	0.8	0.8	0.8
224840	Treml4	0.0	0.0	0.0	5.3	5.3	7.0
224912	Crb3	0.7	0.9	0.9	5.3	5.3	4.7
225028	Map4k3	0.5	0.5	0.6	3.5	3.5	3.8
225164	Mib1	22.9	19.8	23.4	4.7	4.7	5.1
225266	Klhl14	1.7	1.7	1.0	13.1	13.1	13.2
225594	Gm4841	0.7	0.9	2.2	0.0	0.0	0.1
225651	Mppe1	3.4	3.9	3.9	18.0	18.0	18.7
225659	Cep76	18.5	18.7	17.5	3.1	3.1	3.3
225912	Cyb561a3	7.7	8.3	6.1	87.4	87.4	89.0
225922	Oosp2	4.7	5.7	5.7	0.0	0.0	0.3
22612	Yes1	2.6	2.6	3.0	0.3	0.3	0.3
22625	Map3k19	0.1	0.1	0.2	8.3	8.3	9.3
226251	Ablim1	10.2	9.5	9.5	60.4	60.4	55.6
22637	Zap70	0.1	0.1	0.1	1.9	1.9	1.3
226409	Zranb3	9.7	9.6	10.1	1.4	1.4	1.6
226421	Rab7b	0.0	0.0	0.0	1.2	1.2	1.1
22643	Zfp101	17.9	19.5	17.4	3.5	3.5	3.3
22658	Pcgf2	2.0	2.4	2.2	0.1	0.1	0.2
226594	Rcsd1	3.6	3.1	3.1	57.0	57.0	58.1
226751	Cdc42bpa	0.4	0.4	0.4	0.1	0.1	0.1
22678	Zfp2	0.3	0.2	0.4	1.0	1.0	1.4
226830	Smyd2	5.4	6.0	4.9	1.1	1.1	1.6
22691	Zscan2	0.3	0.4	0.3	2.8	2.8	3.0
227327	B3gnt7	0.2	0.2	0.6	5.7	5.7	3.2
227377	Farp2	8.3	7.1	8.4	0.6	0.6	0.7
22750	Zfp9	8.3	9.1	10.6	0.2	0.2	0.1
22751	Zfp90	0.3	0.3	0.3	2.1	2.1	2.4
227541	Camk1d	1.5	1.5	1.5	11.2	11.2	11.6
227619	Man1b1	111.0	113.7	121.8	22.0	22.0	20.9
227696	Phyhd1	17.7	18.3	23.9	4.3	4.3	4.7
227717	Qrfp	0.1	0.1	0.1	1.9	1.9	1.6
227753	Gsn	1.3	1.0	1.5	41.7	41.7	43.5
22793	Zyx	4.8	5.4	6.0	27.0	27.0	23.6
228139	P2rx3	2.1	2.0	1.7	0.1	0.1	0.1
228413	Prrg4	15.1	13.2	18.6	1.4	1.4	1.2
228421	Kif18a	5.4	5.2	5.1	0.7	0.7	0.7
228775	Trib3	4.3	3.5	2.8	0.5	0.5	0.4
228836	Dlgap4	1.6	1.8	1.9	10.7	10.7	10.5
228913	Zfp217	6.2	6.2	6.9	29.4	29.4	30.0
228993	Slc17a9	55.9	66.9	62.9	13.0	13.0	14.0
229445	Ctso	6.2	6.2	6.4	32.4	32.4	41.3
229473	D930015E06Rik	8.8	8.7	8.2	47.0	47.0	47.0
229474	Fhdc1	1.3	1.5	1.5	0.2	0.2	0.3
229499	Fcrl1	33.9	34.5	31.9	188.6	188.6	200.0
229541	Dennd4b	10.6	12.4	10.9	55.1	55.1	59.7
229595	Adamtsl4	3.9	3.7	4.5	0.6	0.6	0.6
229672	Bcl2l15	3.7	4.0	2.7	0.4	0.4	0.3
229841	Cenpe	29.6	25.9	26.8	1.5	1.5	1.6
230098	Arhgef39	9.4	10.0	9.2	1.2	1.2	1.8
230594	Zcchc11	12.3	11.2	12.0	50.0	50.0	51.9
230793	Ahdc1	1.5	1.6	1.4	14.8	14.8	11.0
230903	Fbxo44	5.5	5.8	6.9	0.7	0.7	0.9
230904	Fbxo2	3.6	4.6	4.9	0.0	0.0	0.0
231070	Insig1	199.7	191.2	238.3	23.9	23.9	22.3
231147	Sh3tc1	1.1	1.0	1.2	7.6	7.6	8.0
231207	Cpeb2	11.5	11.8	12.4	2.4	2.4	2.4
231253	9130230L23Rik	0.9	0.9	0.7	0.1	0.1	0.0
231287	Atp10d	1.8	1.8	1.5	13.4	13.4	14.3
231510	Agpat9	0.7	0.9	0.8	8.9	8.9	8.9
231532	Arhgap24	0.4	0.2	0.3	3.5	3.5	3.3
231637	Ssh1	4.6	4.4	5.4	22.0	22.0	20.6
231646	Myo1h	2.7	3.1	3.8	0.6	0.6	0.8
231691	Sds	2.5	3.1	3.1	0.4	0.4	0.4
231805	Pilra	0.1	0.1	0.3	1.0	1.0	1.9
231834	Snx8	6.9	7.8	7.2	53.3	53.3	51.2
231842	Amz1	0.3	0.3	0.3	2.1	2.1	2.2
231946	Fam221a	5.2	5.5	4.9	0.8	0.8	1.0
231997	Fkbp14	0.9	1.0	1.4	0.0	0.0	0.0
231999	Plekha8	1.8	1.8	1.9	0.3	0.3	0.5
232023	Vopp1	0.6	0.6	0.7	2.8	2.8	3.3
232078	Thnsl2	1.9	1.7	2.7	0.2	0.2	0.1
232086	Tmem150a	7.4	10.0	10.1	1.5	1.5	1.6
232232	Hdac11	0.3	0.5	0.8	3.6	3.6	3.6
232288	Frmd4b	0.1	0.0	0.0	1.0	1.0	2.0
232408	Klrb1f	0.2	0.2	0.4	3.4	3.4	4.2
232413	Clec12a	1.8	1.9	1.4	12.6	12.6	13.7
232414	Clec9a	0.0	0.0	0.0	9.5	9.5	9.0
232670	Tspan33	0.2	0.3	0.2	1.9	1.9	2.7
232889	Pla2g4c	3.2	3.1	2.9	0.2	0.2	0.2
232943	Klc3	2.6	3.2	3.5	0.7	0.7	0.4
232969	Zfp428	3.8	3.6	3.4	0.6	0.6	0.6
232975	Atp1a3	0.0	0.0	0.0	1.8	1.8	2.3
232984	B3gnt8	0.3	0.2	0.4	9.2	9.2	8.5
233016	Blvrb	10.1	8.5	10.8	66.5	66.5	67.9
233046	Rasgrp4	1.0	1.1	1.0	4.4	4.4	4.5
233064	Wdr62	12.2	13.4	11.8	1.8	1.8	1.5
233079	Ffar2	0.9	0.7	1.0	4.5	4.5	4.0
233081	Ffar1	3.4	3.1	2.7	37.0	37.0	39.1
233199	Mybpc2	0.3	0.2	0.1	4.2	4.2	3.4
233274	Siglech	0.0	0.0	0.0	3.6	3.6	10.3
233406	Prc1	28.4	27.6	26.9	1.4	1.4	1.6
233529	Kctd14	2.3	2.5	2.2	14.7	14.7	14.2
233571	P2ry6	0.0	0.0	0.0	1.7	1.7	1.9
233724	Tmem41b	27.1	26.2	24.3	6.1	6.1	5.9
233781	Xylt1	1.0	0.8	0.8	11.1	11.1	11.8
233878	Sez6l2	0.3	0.3	0.2	1.3	1.3	1.5
234094	Arhgef10	5.3	5.7	6.5	1.3	1.3	1.5
234258	Neil3	16.4	16.1	16.2	0.6	0.6	0.6
234267	Gpm6a	15.2	13.1	14.3	0.2	0.2	0.2
234311	Ddx60	0.2	0.2	0.3	2.0	2.0	2.7
234356	Csgalnact1	0.6	0.8	0.7	0.1	0.1	0.1
234396	Ankle1	7.7	10.2	8.1	0.3	0.3	0.4
234582	Ccdc102a	0.3	0.5	0.5	2.1	2.1	2.0
234740	Tmem231	0.3	0.3	0.2	1.6	1.6	1.5
234796	Klhl36	0.9	0.6	0.9	5.2	5.2	4.5
234797	6430548M08Rik	4.7	4.7	5.0	0.8	0.8	1.1
235041	Kank2	1.5	1.4	2.3	0.1	0.1	0.1
235283	Gramd1b	0.4	0.3	0.5	2.3	2.3	2.4
235431	Coro2b	3.8	3.8	5.1	0.2	0.2	0.2
235587	Parp3	2.7	3.2	3.5	32.4	32.4	34.8
235626	Setd2	8.5	7.7	8.1	40.5	40.5	42.5
235627	Nbeal2	1.6	1.7	1.2	8.0	8.0	8.9
235633	Als2cl	0.0	0.0	0.0	1.0	1.0	1.3
236312	Pyhin1	19.3	17.5	31.0	157.7	157.7	179.0
236539	Phgdh	218.2	223.6	197.8	41.6	41.6	38.9
236930	Ercc6l	12.9	12.6	11.2	2.4	2.4	2.6
237211	Fancb	10.9	11.8	9.5	2.6	2.6	2.5
237339	L3mbtl3	0.8	1.0	0.9	11.7	11.7	11.4
237436	Gas2l3	13.5	13.3	12.8	1.2	1.2	1.2
237759	Col23a1	0.1	0.1	0.1	1.1	1.1	1.4
237877	Atad5	12.8	13.2	12.1	2.3	2.3	2.4
237911	Brip1	8.9	8.5	8.6	1.0	1.0	1.0
23792	Adam23	0.0	0.0	0.0	3.6	3.6	3.8
23797	Akt3	3.5	3.3	3.7	32.4	32.4	33.0
238161	Akap6	0.4	0.3	0.3	0.0	0.0	0.0
238276	Akap5	0.3	0.2	0.3	1.3	1.3	1.3
238317	Elmsan1	5.5	6.0	6.3	48.0	48.0	45.2
23832	Xcr1	0.2	0.2	0.2	3.1	3.1	2.8
238328	Vash1	0.6	0.7	0.5	0.0	0.0	0.0
23834	Cdc6	31.2	29.9	30.2	0.8	0.8	0.9
238377	Gpr68	0.1	0.1	0.2	1.0	1.0	1.1
238393	Serpina3f	110.7	120.4	188.2	3.1	3.1	2.1
238405	Adam6b	4.1	4.4	4.1	1.0	1.0	1.2
23849	Klf6	13.4	12.5	13.6	123.7	123.7	135.7
23871	Ets1	31.6	28.7	29.4	226.5	226.5	216.9
23880	Fyb	0.0	0.0	0.0	13.5	13.5	15.4
238803	Zfp366	0.0	0.0	0.0	3.9	3.9	3.7
23887	Ggt5	0.0	0.0	0.0	0.9	0.9	1.2
238871	Pde4d	0.3	0.2	0.4	1.6	1.6	1.3
238875	Gapt	0.3	0.2	0.3	19.6	19.6	16.4
23890	Gpr34	0.4	0.2	0.4	3.5	3.5	5.1
23900	Hcst	3.1	3.5	5.4	19.9	19.9	20.2
239027	Arhgap22	0.0	0.0	0.0	1.5	1.5	1.6
239081	Tlr11	0.0	0.0	0.0	3.5	3.5	2.5
23912	Rhof	9.6	9.4	9.1	41.5	41.5	37.5
239151	NA	37.3	37.9	37.2	1.8	1.8	0.9
23917	Impdh1	64.9	64.9	63.5	13.7	13.7	12.7
23920	Insrr	0.2	0.2	0.4	0.1	0.1	0.0
23921	Sh2b2	0.3	0.4	0.3	2.9	2.9	2.9
239319	Card6	2.9	2.9	3.5	55.3	55.3	48.4
239393	Lrp12	3.2	3.3	3.6	0.1	0.1	0.2
23945	Mgll	3.7	4.5	4.0	0.4	0.4	0.4
239556	Cacna1i	2.0	2.3	2.0	28.8	28.8	27.2
239559	A4galt	8.9	9.8	8.7	0.2	0.2	0.1
23966	Tenm4	0.0	0.0	0.0	0.3	0.3	0.4
23969	Pacsin1	0.9	0.9	1.0	7.3	7.3	7.9
239739	Lamp3	0.1	0.1	0.1	2.0	2.0	2.0
239743	Klhl6	9.6	9.2	6.9	68.5	68.5	70.1
23999	Twf2	9.7	10.7	10.3	43.7	43.7	42.9
240058	Cpne5	0.0	0.0	0.0	1.0	1.0	0.7
240063	Zfp811	1.1	1.1	0.7	0.1	0.1	0.1
24014	Rnasel	0.7	0.9	1.0	3.8	3.8	4.5
240328	F830016B08Rik	2.7	2.8	6.8	0.2	0.2	0.1
24056	Sh3bp5	23.7	22.0	18.8	131.4	131.4	124.9
24058	Sigirr	2.9	3.4	3.8	17.3	17.3	17.6
24064	Spry2	0.4	0.3	0.4	3.0	3.0	2.5
240641	Kif20b	27.8	26.8	25.8	5.4	5.4	5.2
240660	Slc35g1	2.9	3.0	2.6	0.3	0.3	0.3
24074	Taf7	2.2	2.0	1.7	15.3	15.3	12.8
240752	Pik3c2b	5.0	4.9	5.3	30.6	30.6	29.0
241062	Pgap1	3.7	3.7	3.7	24.1	24.1	30.3
241197	Serpinb10	0.0	0.0	0.0	1.3	1.3	1.7
241230	St8sia6	69.2	59.1	66.1	6.2	6.2	7.8
241274	Pnpla7	3.2	3.7	3.7	14.2	14.2	16.4
24136	Zeb2	0.8	0.6	0.8	6.8	6.8	7.8
241576	Ldlrad3	0.2	0.3	0.3	2.8	2.8	2.0
241794	Kcng1	0.1	0.1	0.0	3.5	3.5	4.7
242248	Bank1	8.7	8.0	10.0	105.7	105.7	108.1
242409	Tmem8b	0.1	0.1	0.1	0.5	0.5	0.5
242700	Ifnlr1	0.2	0.3	0.2	1.0	1.0	1.5
242894	Actr3b	11.8	14.3	13.2	1.7	1.7	1.8
243219	2900026A02Rik	0.2	0.2	0.2	0.9	0.9	1.2
243369	Sspo	0.0	0.0	0.0	0.2	0.2	0.2
243371	Lrrc61	1.8	1.8	1.7	19.5	19.5	17.1
243813	Leng9	1.7	1.7	2.1	14.1	14.1	12.6
243910	Nfkbid	10.9	12.7	10.5	161.6	161.6	159.5
243958	Siglecg	12.0	12.2	11.3	249.2	249.2	258.9
243961	Shank1	0.2	0.2	0.3	2.8	2.8	3.6
243963	Zfp473	1.3	1.3	1.3	0.2	0.2	0.2
243983	Zdhhc13	7.3	6.4	5.4	24.9	24.9	27.9
244049	Mctp2	0.4	0.4	0.6	4.2	4.2	4.4
244183	Trim30b	0.3	0.3	0.5	10.8	10.8	14.9
244202	Nlrp10	0.1	0.1	0.1	1.8	1.8	1.9
244238	Mrgpre	1.4	1.4	2.0	8.5	8.5	7.7
244329	Mcph1	8.0	7.7	7.6	1.9	1.9	1.8
244668	Sipa1l2	1.9	1.8	1.8	8.1	8.1	6.8
244853	Nxpe4	0.1	0.1	0.1	4.7	4.7	5.2
244871	Zc3h12c	0.8	0.8	1.2	3.9	3.9	4.3
244891	Scaper	1.3	1.2	1.3	9.3	9.3	9.5
245386	Tmem255a	0.9	0.9	1.6	0.2	0.2	0.2
245536	Gm614	3.3	4.6	3.5	29.4	29.4	33.2
245847	Amdhd2	1.8	1.8	1.7	7.2	7.2	6.9
245945	Rbm47	15.5	15.5	14.5	1.1	1.1	1.1
246707	Emilin2	0.0	0.1	0.1	2.3	2.3	2.4
246709	Rgs13	0.7	0.6	0.3	3.1	3.1	2.7
246746	Cd300lf	0.9	0.9	1.7	6.7	6.7	7.0
257632	Nod2	3.2	3.5	3.5	0.8	0.8	0.8
258503	Olfr98	0.0	0.0	0.3	3.3	3.3	3.6
259302	Srgap3	0.1	0.1	0.1	0.9	0.9	1.1
26365	Ceacam1	1.8	1.5	1.2	33.3	33.3	29.8
26367	Ceacam2	0.3	0.3	0.3	8.8	8.8	6.8
263764	Creg2	2.3	2.0	3.3	0.1	0.1	0.1
26382	Fgd2	12.6	14.9	10.3	72.3	72.3	80.3
26399	Map2k6	0.8	0.8	0.6	8.0	8.0	8.2
26404	Map3k12	5.0	5.3	6.0	0.8	0.8	0.8
264134	Ttc26	1.7	1.6	1.4	0.1	0.1	0.1
26427	Creb3l1	1.5	1.7	1.9	0.3	0.3	0.4
26432	Plod2	0.9	0.7	1.2	0.1	0.1	0.1
26456	Sema4g	1.0	1.1	0.8	0.2	0.2	0.2
264895	Acsf2	15.6	15.3	17.1	69.9	69.9	69.5
26570	Slc7a11	0.7	0.6	1.0	0.2	0.2	0.1
268297	Scml4	0.3	0.2	0.3	16.4	16.4	17.8
268396	Sh3pxd2b	0.0	0.0	0.0	0.3	0.3	0.3
268451	Rab11fip4	0.1	0.1	0.0	1.2	1.2	1.6
268465	Eme1	13.9	14.9	13.2	0.9	0.9	1.1
268480	Rapgefl1	0.3	0.2	0.2	0.9	0.9	1.0
268567	Tmem229b	2.4	2.0	1.9	27.4	27.4	25.5
268697	Ccnb1	77.4	83.4	65.5	2.0	2.0	2.6
268739	Arhgef40	0.1	0.1	0.1	0.4	0.4	0.5
268857	Nlrc3	0.5	0.5	0.6	6.5	6.5	7.2
26886	Cenph	25.6	28.8	25.7	1.6	1.6	2.5
26888	Clec4a2	0.0	0.0	0.0	1.6	1.6	2.1
268973	Nlrc4	0.9	0.9	0.8	8.1	8.1	9.0
269023	Zfp608	1.0	1.2	1.2	13.6	13.6	12.6
26909	Exo1	9.4	10.0	9.1	0.8	0.8	0.7
26912	Gcat	8.1	9.7	8.1	0.3	0.3	0.4
269224	Pask	3.0	3.5	3.4	0.4	0.4	0.5
26934	Racgap1	47.0	45.9	43.0	5.6	5.6	5.8
269344	Ell3	0.3	0.3	0.2	43.3	43.3	37.7
269346	Slc28a2	5.1	5.6	5.9	58.5	58.5	66.6
269356	Slc4a11	0.3	0.1	0.4	3.0	3.0	2.1
269582	Clspn	18.1	18.3	17.0	1.0	1.0	0.9
269585	Zscan20	2.1	2.2	2.0	9.2	9.2	8.9
269593	Luzp1	3.3	3.4	3.7	0.7	0.7	0.8
269717	Orai2	3.0	2.9	3.0	36.7	36.7	37.5
269799	Clec4a1	0.1	0.2	0.2	9.3	9.3	10.5
270035	Letm2	0.6	0.7	0.7	3.6	3.6	4.1
27007	Klrk1	0.2	0.2	0.3	2.6	2.6	3.1
270084	Lpcat2	0.3	0.3	0.3	7.7	7.7	8.1
270110	Irf2bp2	5.9	4.6	6.0	39.3	39.3	34.4
270152	Amica1	1.3	1.5	2.7	7.1	7.1	8.8
270157	NA	16.0	15.0	21.9	3.5	3.5	5.0
270160	Rab39	1.2	1.2	1.0	4.8	4.8	6.0
270201	Klhl18	2.5	2.5	2.4	16.9	16.9	15.6
270210	Zfp651	2.0	2.0	2.5	0.1	0.1	0.0
27027	Tspan32	6.9	7.1	7.2	56.4	56.4	58.0
27029	Sgsh	2.6	2.6	2.5	14.1	14.1	14.2
27053	Asns	82.4	77.0	76.4	0.6	0.6	0.8
27078	B9d1	4.5	4.1	4.4	0.4	0.4	0.6
270906	Prr11	32.0	30.7	31.0	2.0	2.0	1.8
271221	5031414D18Rik	12.6	12.6	13.8	59.0	59.0	59.0
27212	Snord35b	3.0	3.9	1.7	75.7	75.7	55.9
27214	Dbf4	32.4	32.1	28.0	5.9	5.9	5.2
27218	Slamf1	0.9	0.7	0.6	20.2	20.2	18.6
27221	Chaf1a	21.5	21.8	21.3	2.7	2.7	2.9
27226	Pla2g7	0.1	0.1	0.1	4.9	4.9	6.3
272382	Spib	15.2	11.3	11.6	335.6	335.6	305.5
272551	Gins2	27.7	25.9	24.5	2.3	2.3	2.5
27280	Phlda3	3.3	3.8	3.7	0.1	0.1	0.1
27360	Add3	15.5	14.8	15.8	128.5	128.5	129.0
27371	Sh2d2a	2.3	1.9	2.3	9.8	9.8	9.0
27405	Abcg3	0.2	0.2	0.2	13.9	13.9	17.8
